,,,,,,,,,,,,,
Block Load Profile Report From 01-May-2019 To 10-May-2019,,,,,,,,,,,,,
Consumer Number:,,Consumer Name:,,Substation Name:,ABCD,Feeder Name:,A1,Dtr Name:,DTR2,Meter Number:,,Contracted Load(kW):,2.1
780,09-May-2019 02:45:00,,,,,0.221,0.000,0.262 ,0.000 ,249.510,4.200,0.000,-
781,09-May-2019 03:00:00,,,,,0.213,0.000,0.250 ,0.000 ,250.270,3.980,0.000,-
782,09-May-2019 03:15:00,,,,,0.199,0.000,0.227 ,0.000 ,250.680,3.620,0.000,-
783,09-May-2019 03:30:00,,,,,0.202,0.000,0.228 ,0.000 ,251.230,3.610,0.000,-
784,09-May-2019 03:45:00,,,,,0.202,0.000,0.237 ,0.000 ,251.320,3.760,0.000,-
785,09-May-2019 04:00:00,,,,,0.200,0.000,0.228 ,0.000 ,251.540,3.630,0.000,-
786,09-May-2019 04:15:00,,,,,0.199,0.000,0.221 ,0.000 ,251.850,3.510,0.000,-
787,09-May-2019 04:30:00,,,,,0.199,0.000,0.224 ,0.000 ,251.890,3.540,0.000,-
788,09-May-2019 04:45:00,,,,,0.199,0.000,0.220 ,0.000 ,252.330,3.490,0.000,-
789,09-May-2019 05:00:00,,,,,0.200,0.000,0.223 ,0.000 ,252.660,3.520,0.000,-
790,09-May-2019 05:15:00,,,,,0.199,0.000,0.223 ,0.000 ,252.940,3.530,0.000,-
791,09-May-2019 05:30:00,,,,,0.200,0.000,0.222 ,0.000 ,253.070,3.500,0.000,-
792,09-May-2019 05:45:00,,,,,0.129,0.000,0.143 ,0.000 ,253.060,2.250,0.000,-
793,09-May-2019 06:00:00,,,,,0.022,0.000,0.031 ,0.000 ,253.350,0.480,0.000,-
794,09-May-2019 06:15:00,,,,,0.024,0.000,0.040 ,0.000 ,254.060,0.630,0.000,-
795,09-May-2019 06:30:00,,,,,0.010,0.000,0.038 ,0.000 ,253.150,0.600,0.000,-
796,09-May-2019 06:45:00,,,,,0.015,0.000,0.047 ,0.000 ,253.150,0.730,0.000,-
797,09-May-2019 07:00:00,,,,,0.008,0.000,0.040 ,0.000 ,253.480,0.620,0.000,-
798,09-May-2019 07:15:00,,,,,0.008,0.000,0.043 ,0.000 ,253.650,0.670,0.000,-
799,09-May-2019 07:30:00,,,,,0.013,0.000,0.045 ,0.000 ,253.890,0.700,0.000,-
800,09-May-2019 07:45:00,,,,,0.019,0.000,0.045 ,0.000 ,253.920,0.700,0.000,-
801,09-May-2019 08:00:00,,,,,0.027,0.000,0.057 ,0.000 ,253.640,0.890,0.000,-
802,09-May-2019 08:15:00,,,,,0.573,0.000,0.573 ,0.000 ,251.910,9.070,0.000,-
803,09-May-2019 08:30:00,,,,,0.561,0.000,0.561 ,0.000 ,251.260,8.920,0.000,-
804,09-May-2019 08:45:00,,,,,0.128,0.000,0.156 ,0.000 ,250.630,2.470,0.000,-
805,09-May-2019 09:00:00,,,,,0.006,0.000,0.041 ,0.000 ,249.730,0.650,0.000,-
806,09-May-2019 09:15:00,,,,,0.010,0.000,0.060 ,0.000 ,248.500,0.970,0.000,-
807,09-May-2019 09:30:00,,,,,0.031,0.000,0.099 ,0.000 ,245.870,1.610,0.000,-
808,09-May-2019 09:45:00,,,,,0.064,0.000,0.175 ,0.000 ,244.200,2.840,0.000,-
809,09-May-2019 10:00:00,,,,,0.020,0.000,0.051 ,0.000 ,243.090,0.840,0.000,-
810,09-May-2019 10:15:00,,,,,0.018,0.000,0.053 ,0.000 ,241.550,0.860,0.000,-
811,09-May-2019 10:30:00,,,,,0.034,0.000,0.061 ,0.000 ,241.040,1.010,0.000,-
812,09-May-2019 10:45:00,,,,,0.021,0.000,0.072 ,0.000 ,239.870,1.200,0.000,-
813,09-May-2019 11:00:00,,,,,0.017,0.000,0.066 ,0.000 ,239.120,1.090,0.000,-
814,09-May-2019 11:15:00,,,,,0.007,0.000,0.048 ,0.000 ,239.420,0.800,0.000,-
815,09-May-2019 11:30:00,,,,,0.004,0.000,0.058 ,0.000 ,239.370,0.960,0.000,-
816,09-May-2019 11:45:00,,,,,0.004,0.000,0.060 ,0.000 ,239.060,0.990,0.000,-
817,09-May-2019 12:00:00,,,,,0.080,0.000,0.119 ,0.000 ,238.710,2.000,0.000,-
818,09-May-2019 12:15:00,,,,,0.468,0.000,0.487 ,0.000 ,238.340,8.140,0.000,-
819,09-May-2019 12:30:00,,,,,0.176,0.000,0.220 ,0.000 ,238.760,3.680,0.000,-
820,09-May-2019 12:45:00,,,,,0.021,0.000,0.070 ,0.000 ,239.410,1.160,0.000,-
821,09-May-2019 13:00:00,,,,,0.021,0.000,0.055 ,0.000 ,239.670,0.910,0.000,-
822,09-May-2019 13:15:00,,,,,0.586,0.000,0.616 ,0.000 ,239.990,10.260,0.000,-
823,09-May-2019 13:30:00,,,,,0.833,0.000,0.862 ,0.000 ,239.490,14.360,0.000,-
824,09-May-2019 13:45:00,,,,,0.839,0.000,0.865 ,0.000 ,238.270,14.500,0.000,-
825,09-May-2019 14:00:00,,,,,0.837,0.000,0.863 ,0.000 ,237.460,14.510,0.000,-
826,09-May-2019 14:15:00,,,,,0.836,0.000,0.862 ,0.000 ,236.600,14.540,0.000,-
827,09-May-2019 14:30:00,,,,,0.840,0.000,0.865 ,0.000 ,235.170,14.680,0.000,-
828,09-May-2019 14:45:00,,,,,1.050,0.000,1.075 ,0.000 ,234.760,18.290,0.000,-
829,09-May-2019 15:00:00,,,,,1.306,0.000,1.329 ,0.000 ,234.660,22.630,0.000,-
830,09-May-2019 15:15:00,,,,,0.704,0.000,0.722 ,0.000 ,235.490,12.230,0.000,-
831,09-May-2019 15:30:00,,,,,0.476,0.000,0.491 ,0.000 ,235.840,8.310,0.000,-
832,09-May-2019 15:45:00,,,,,0.480,0.000,0.493 ,0.000 ,235.240,8.380,0.000,-
833,09-May-2019 16:00:00,,,,,0.489,0.000,0.504 ,0.000 ,235.660,8.520,0.000,-
834,09-May-2019 16:15:00,,,,,0.437,0.000,0.451 ,0.000 ,235.430,7.630,0.000,-
835,09-May-2019 16:30:00,,,,,0.030,0.000,0.045 ,0.000 ,235.610,0.770,0.000,-
836,09-May-2019 16:45:00,,,,,0.031,0.000,0.067 ,0.000 ,235.640,1.130,0.000,-
837,09-May-2019 17:00:00,,,,,0.029,0.000,0.066 ,0.000 ,236.350,1.110,0.000,-
838,09-May-2019 17:15:00,,,,,0.013,0.000,0.057 ,0.000 ,237.150,0.960,0.000,-
839,09-May-2019 17:30:00,,,,,0.011,0.000,0.031 ,0.000 ,238.040,0.520,0.000,-
840,09-May-2019 17:45:00,,,,,0.019,0.000,0.073 ,0.000 ,239.090,1.200,0.000,-
841,09-May-2019 18:00:00,,,,,0.016,0.000,0.075 ,0.000 ,240.360,1.250,0.000,-
842,09-May-2019 18:15:00,,,,,0.019,0.000,0.082 ,0.000 ,242.300,1.340,0.000,-
843,09-May-2019 18:30:00,,,,,0.016,0.000,0.086 ,0.000 ,243.720,1.400,0.000,-
844,09-May-2019 18:45:00,,,,,0.021,0.000,0.085 ,0.000 ,244.830,1.380,0.000,-
845,09-May-2019 19:00:00,,,,,0.012,0.000,0.063 ,0.000 ,244.210,1.030,0.000,-
846,09-May-2019 19:15:00,,,,,0.018,0.000,0.071 ,0.000 ,245.170,1.150,0.000,-
847,09-May-2019 19:30:00,,,,,0.086,0.000,0.133 ,0.000 ,245.350,2.170,0.000,-
848,09-May-2019 19:45:00,,,,,0.760,0.000,0.808 ,0.000 ,244.530,13.200,0.000,-
849,09-May-2019 20:00:00,,,,,0.188,0.000,0.230 ,0.000 ,245.860,3.740,0.000,-
850,09-May-2019 20:15:00,,,,,0.044,0.000,0.083 ,0.000 ,246.060,1.350,0.000,-
851,09-May-2019 20:30:00,,,,,0.437,0.000,0.467 ,0.000 ,244.900,7.610,0.000,-
852,09-May-2019 20:45:00,,,,,0.019,0.000,0.056 ,0.000 ,245.480,0.900,0.000,-
853,09-May-2019 21:00:00,,,,,0.017,0.000,0.062 ,0.000 ,246.020,0.990,0.000,-
854,09-May-2019 21:15:00,,,,,0.042,0.000,0.073 ,0.000 ,245.980,1.200,0.000,-
855,09-May-2019 21:30:00,,,,,0.030,0.000,0.043 ,0.000 ,245.600,0.700,0.000,-
856,09-May-2019 21:45:00,,,,,0.019,0.000,0.019 ,0.000 ,245.280,0.320,0.000,-
857,09-May-2019 22:00:00,,,,,0.025,0.000,0.037 ,0.000 ,244.970,0.600,0.000,-
858,09-May-2019 22:15:00,,,,,0.350,0.000,0.381 ,0.000 ,243.500,6.240,0.000,-
859,09-May-2019 22:30:00,,,,,0.329,0.000,0.356 ,0.000 ,241.960,5.870,0.000,-
860,09-May-2019 22:45:00,,,,,0.299,0.000,0.322 ,0.000 ,242.530,5.310,0.000,-
861,09-May-2019 23:00:00,,,,,0.361,0.000,0.384 ,0.000 ,242.190,6.340,0.000,-
862,09-May-2019 23:15:00,,,,,0.281,0.000,0.310 ,0.000 ,242.480,5.100,0.000,-
863,09-May-2019 23:30:00,,,,,0.318,0.000,0.343 ,0.000 ,242.330,5.630,0.000,-
864,09-May-2019 23:45:00,,,,,0.130,0.000,0.167 ,0.000 ,243.390,2.740,0.000,-
865,10-May-2019 00:00:00,,,,,0.030,0.000,0.073 ,0.000 ,243.650,1.180,0.000,-
866,10-May-2019 00:15:00,,,,,0.031,0.000,0.073 ,0.000 ,243.150,1.200,0.000,-
867,10-May-2019 00:30:00,,,,,0.032,0.000,0.075 ,0.000 ,243.550,1.230,0.000,-
868,10-May-2019 00:45:00,,,,,0.025,0.000,0.069 ,0.000 ,243.540,1.120,0.000,-
869,10-May-2019 01:00:00,,,,,0.027,0.000,0.054 ,0.000 ,243.850,0.870,0.000,-
870,10-May-2019 01:15:00,,,,,0.027,0.000,0.056 ,0.000 ,243.880,0.920,0.000,-
871,10-May-2019 01:30:00,,,,,0.028,0.000,0.074 ,0.000 ,244.380,1.200,0.000,-
872,10-May-2019 01:45:00,,,,,0.028,0.000,0.077 ,0.000 ,244.940,1.260,0.000,-
873,10-May-2019 02:00:00,,,,,0.027,0.000,0.067 ,0.000 ,245.280,1.090,0.000,-
874,10-May-2019 02:15:00,,,,,0.028,0.000,0.073 ,0.000 ,246.280,1.180,0.000,-
875,10-May-2019 02:30:00,,,,,0.028,0.000,0.079 ,0.000 ,247.640,1.260,0.000,-
876,10-May-2019 02:45:00,,,,,0.030,0.000,0.076 ,0.000 ,248.550,1.230,0.000,-
877,10-May-2019 03:00:00,,,,,0.031,0.000,0.075 ,0.000 ,248.820,1.200,0.000,-
878,10-May-2019 03:15:00,,,,,0.028,0.000,0.074 ,0.000 ,248.850,1.190,0.000,-
879,10-May-2019 03:30:00,,,,,0.032,0.000,0.071 ,0.000 ,249.410,1.120,0.000,-
880,10-May-2019 03:45:00,,,,,0.027,0.000,0.067 ,0.000 ,250.250,1.050,0.000,-
881,10-May-2019 04:00:00,,,,,0.023,0.000,0.051 ,0.000 ,250.470,0.820,0.000,-
882,10-May-2019 04:15:00,,,,,0.021,0.000,0.039 ,0.000 ,250.610,0.610,0.000,-
883,10-May-2019 04:30:00,,,,,0.023,0.000,0.042 ,0.000 ,250.620,0.680,0.000,-
884,10-May-2019 04:45:00,,,,,0.021,0.000,0.026 ,0.000 ,250.790,0.400,0.000,-
885,10-May-2019 05:00:00,,,,,0.021,0.000,0.021 ,0.000 ,251.200,0.320,0.000,-
886,10-May-2019 05:15:00,,,,,0.021,0.000,0.023 ,0.000 ,251.840,0.370,0.000,-
887,10-May-2019 05:30:00,,,,,0.023,0.000,0.034 ,0.000 ,251.880,0.520,0.000,-
888,10-May-2019 05:45:00,,,,,0.021,0.000,0.024 ,0.000 ,251.950,0.380,0.000,-
889,10-May-2019 06:00:00,,,,,0.020,0.000,0.021 ,0.000 ,251.700,0.320,0.000,-
890,10-May-2019 06:15:00,,,,,0.021,0.000,0.021 ,0.000 ,252.120,0.320,0.000,-
891,10-May-2019 06:30:00,,,,,0.024,0.000,0.024 ,0.000 ,251.550,0.390,0.000,-
892,10-May-2019 06:45:00,,,,,0.042,0.000,0.046 ,0.000 ,251.330,0.760,0.000,-
893,10-May-2019 07:00:00,,,,,0.011,0.000,0.019 ,0.000 ,251.910,0.290,0.000,-
894,10-May-2019 07:15:00,,,,,0.010,0.000,0.015 ,0.000 ,252.260,0.230,0.000,-
895,10-May-2019 07:30:00,,,,,0.047,0.000,0.056 ,0.000 ,252.090,0.930,0.000,-
896,10-May-2019 07:45:00,,,,,0.035,0.000,0.055 ,0.000 ,252.220,0.880,0.000,-
897,10-May-2019 08:00:00,,,,,0.055,0.000,0.061 ,0.000 ,252.050,1.000,0.000,-
898,10-May-2019 08:15:00,,,,,0.023,0.000,0.053 ,0.000 ,251.800,0.860,0.000,-
899,10-May-2019 08:30:00,,,,,0.012,0.000,0.063 ,0.000 ,250.700,1.000,0.000,-
900,10-May-2019 08:45:00,,,,,0.022,0.000,0.024 ,0.000 ,250.010,0.380,0.000,-
901,10-May-2019 09:00:00,,,,,0.021,0.000,0.022 ,0.000 ,248.970,0.340,0.000,-
902,10-May-2019 09:15:00,,,,,0.022,0.000,0.024 ,0.000 ,247.550,0.380,0.000,-
903,10-May-2019 09:30:00,,,,,0.023,0.000,0.044 ,0.000 ,245.410,0.720,0.000,-
904,10-May-2019 09:45:00,,,,,0.011,0.000,0.032 ,0.000 ,243.110,1.030,0.000,-
905,10-May-2019 10:00:00,,,,,0.016,0.000,0.040 ,0.000 ,244.320,0.700,0.000,-
906,10-May-2019 10:15:00,,,,,0.005,0.000,0.075 ,0.000 ,242.670,1.220,0.000,-
907,10-May-2019 10:30:00,,,,,0.006,0.000,0.077 ,0.000 ,241.500,1.270,0.000,-
908,10-May-2019 10:45:00,,,,,0.073,0.000,0.218 ,0.000 ,241.870,3.600,0.000,-
909,10-May-2019 11:00:00,,,,,0.021,0.000,0.022 ,0.000 ,240.450,0.350,0.000,-
910,10-May-2019 11:15:00,,,,,0.022,0.000,0.022 ,0.000 ,240.370,0.370,0.000,-
911,10-May-2019 11:30:00,,,,,0.020,0.000,0.021 ,0.000 ,239.940,0.340,0.000,-
912,10-May-2019 11:45:00,,,,,0.020,0.000,0.022 ,0.000 ,239.660,0.360,0.000,-
913,10-May-2019 12:00:00,,,,,0.016,0.000,0.046 ,0.000 ,239.760,0.760,0.000,-
914,10-May-2019 12:15:00,,,,,0.016,0.000,0.079 ,0.000 ,239.870,1.310,0.000,-
915,10-May-2019 12:30:00,,,,,0.013,0.000,0.088 ,0.000 ,239.830,1.450,0.000,-
916,10-May-2019 12:45:00,,,,,0.019,0.000,0.066 ,0.000 ,240.020,1.100,0.000,-
917,10-May-2019 13:00:00,,,,,0.016,0.000,0.044 ,0.000 ,240.460,0.720,0.000,-
918,10-May-2019 13:15:00,,,,,0.323,0.000,0.349 ,0.000 ,242.670,5.750,0.000,-
919,10-May-2019 13:30:00,,,,,0.972,0.000,1.014 ,0.000 ,242.850,16.670,0.000,-
920,10-May-2019 13:45:00,,,,,1.536,0.000,1.581 ,0.000 ,241.090,26.200,0.000,-
921,10-May-2019 14:00:00,,,,,1.522,0.000,1.565 ,0.000 ,239.840,26.060,0.000,-
922,10-May-2019 14:15:00,,,,,1.159,0.000,1.195 ,0.000 ,238.830,19.960,0.000,-
923,10-May-2019 14:30:00,,,,,0.654,0.000,0.683 ,0.000 ,238.010,11.460,0.000,-
924,10-May-2019 14:45:00,,,,,0.645,0.000,0.674 ,0.000 ,237.170,11.350,0.000,-
925,10-May-2019 15:00:00,,,,,0.652,0.000,0.679 ,0.000 ,236.870,11.450,0.000,-
926,10-May-2019 15:15:00,,,,,0.652,0.000,0.681 ,0.000 ,237.090,11.460,0.000,-
927,10-May-2019 15:30:00,,,,,0.647,0.000,0.674 ,0.000 ,236.710,11.370,0.000,-
928,10-May-2019 15:45:00,,,,,1.006,0.000,1.034 ,0.000 ,235.730,17.530,0.000,-
929,10-May-2019 16:00:00,,,,,0.496,0.000,0.512 ,0.000 ,236.570,8.620,0.000,-
930,10-May-2019 16:15:00,,,,,0.473,0.000,0.487 ,0.000 ,236.880,8.220,0.000,-
931,10-May-2019 16:30:00,,,,,0.473,0.000,0.488 ,0.000 ,237.410,8.200,0.000,-
932,10-May-2019 16:45:00,,,,,0.469,0.000,0.485 ,0.000 ,237.990,8.130,0.000,-
933,10-May-2019 17:00:00,,,,,0.475,0.000,0.491 ,0.000 ,238.990,8.190,0.000,-
934,10-May-2019 17:15:00,,,,,0.474,0.000,0.491 ,0.000 ,240.360,8.160,0.000,-
935,10-May-2019 17:30:00,,,,,0.472,0.000,0.489 ,0.000 ,241.450,8.090,0.000,-
936,10-May-2019 17:45:00,,,,,0.065,0.000,0.120 ,0.000 ,244.580,1.940,0.000,-
937,10-May-2019 18:00:00,,,,,0.020,0.000,0.079 ,0.000 ,246.740,1.270,0.000,-
938,10-May-2019 18:15:00,,,,,0.067,0.000,0.077 ,0.000 ,249.430,1.280,0.000,-
939,10-May-2019 18:30:00,,,,,0.086,0.000,0.087 ,0.000 ,249.300,1.440,0.000,-
940,10-May-2019 18:45:00,,,,,0.087,0.000,0.087 ,0.000 ,249.420,1.440,0.000,-
941,10-May-2019 19:00:00,,,,,0.101,0.000,0.101 ,0.000 ,249.770,1.670,0.000,-
942,10-May-2019 19:15:00,,,,,0.059,0.000,0.110 ,0.000 ,250.340,1.780,0.000,-
943,10-May-2019 19:30:00,,,,,0.093,0.000,0.096 ,0.000 ,250.880,1.590,0.000,-
944,10-May-2019 19:45:00,,,,,0.076,0.000,0.083 ,0.000 ,250.850,1.360,0.000,-
945,10-May-2019 20:00:00,,,,,0.024,0.000,0.093 ,0.000 ,251.230,1.490,0.000,-
946,10-May-2019 20:15:00,,,,,0.023,0.000,0.092 ,0.000 ,250.580,1.460,0.000,-
947,10-May-2019 20:30:00,,,,,0.023,0.000,0.093 ,0.000 ,250.600,1.470,0.000,-
948,10-May-2019 20:45:00,,,,,0.078,0.000,0.081 ,0.000 ,249.780,1.350,0.000,-
949,10-May-2019 21:00:00,,,,,0.071,0.000,0.071 ,0.000 ,249.750,1.170,0.000,-
950,10-May-2019 21:15:00,,,,,0.064,0.000,0.076 ,0.000 ,250.130,1.250,0.000,-
951,10-May-2019 21:30:00,,,,,0.086,0.000,0.090 ,0.000 ,250.290,1.500,0.000,-
952,10-May-2019 21:45:00,,,,,0.040,0.000,0.097 ,0.000 ,250.110,1.560,0.000,-
953,10-May-2019 22:00:00,,,,,0.090,0.000,0.159 ,0.000 ,248.850,2.540,0.000,-
954,10-May-2019 22:15:00,,,,,0.344,0.000,0.379 ,0.000 ,246.630,6.140,0.000,-
955,10-May-2019 22:30:00,,,,,0.341,0.000,0.380 ,0.000 ,245.490,6.180,0.000,-
956,10-May-2019 22:45:00,,,,,0.263,0.000,0.308 ,0.000 ,245.710,4.990,0.000,-
957,10-May-2019 23:00:00,,,,,0.340,0.000,0.377 ,0.000 ,245.630,6.140,0.000,-
958,10-May-2019 23:15:00,,,,,0.257,0.000,0.303 ,0.000 ,245.320,4.920,0.000,-
959,10-May-2019 23:30:00,,,,,0.342,0.000,0.379 ,0.000 ,245.580,6.170,0.000,-
960,10-May-2019 23:45:00,,,,,0.253,0.000,0.300 ,0.000 ,245.600,4.870,0.000,-
